Title,Company,Location,Contract,Salary,Description
Sr Manager – Data Scienc,Pfizer,Paris (75),None,Negotiable,7-8 years of work experience as a data scientist and project lead for a diverse range of projects.
DATA SCIENTIST - INGÉNIEUR DE RECHERCHE OU POST DOCTORANT F/H,Hôpital Pontchaillou,35033 Rennes,None,Negotiable,"Le CHU de Rennes, leader dans le domaine du Big Data en Santé avec sa solution innovante ehop (entrepôt et outil de fouille de données biomédicales), développe…"
Data Analyst (H/F),LES MOUSQUETAIRES,92320 Châtillon,None,Negotiable,Expérience de 1 - 2 ans et des compétences en #Data # PYTHON # pySpark # SQL.
Business Data Analyst Strategic Procurement (H/F),Airbus,13700 Marignane,None,Negotiable,Acts as data custodian for strategic procurement processes.
Data Scientist H/F,Michael Page,Lille (59),None,Negotiable,"Un outil de data visualisation (DOMO, Tableau, ClickView, Power BI…),."
Product Data Analyst - Green Panda Games (M/W/NB),Ubisoft,Paris (75),None,Negotiable,A first experience in data analysis or data engineering ( data analysis XP for mobile app / product development is preferred but not necessary).
Consultant Data & Analytics,Hitachi Solutions Ltd,Paris (75),None,Negotiable,Experience in developing effective data visualisation and data storytelling.
Data Science Technical Writer Manager,Dataiku,Paris (75),None,Negotiable,"Technical knowledge and strong interest in data analysis, data science, and data engineering."
Lead Data Analyst (h/f),Free2Move,75009 Paris 9e,None,Negotiable,Idéalement vous avez déjà participé à la formation et à l’animation d’équipe technique ou data.
Data Analyst H/F,Michael Page,"Essey-lès-Nancy (54)
+ 6 lieux",CDI,Negotiable,"Interroger les bases de données, interpréter les résultats et en extraire les plus pertinents,."
Data Analyst - H/F,ATOL Conseils et Développements,"21220 Gevrey-Chambertin
+ 1 lieu",CDI,Negotiable,Atol Conseils et Développements conçoit et développe des applications web et mobile au profit d’acteurs majeurs des secteurs publics et privés en France.
Data Scientist - EXPERT / Freelanc,GROUPE HN,Lille (59),CDI,De 400 € à 480 € par jour,"Vos connaissances en théorie des probabilités, mathématiques et algèbre linéaire vous permettent de lire facilement des articles scientifiques et des outils /…"
Manager Data Science (H/F),@talentEgal,Toulouse (31),CDI,Negotiable,"Formation technique Bac+5 (école d’ingénieur ou équivalent universitaire) ou bien doctorat (spécialisation en statistiques, data science, ou mathématiques),."
Consultant.e Data Analyst (IT),Symbioz Technology,Paris (75),CDI,De 40 000 € à 45 000 € par an,"Assurer un rôle d’expertise auprès des métiers,."
Data Analyst / Freelanc,"Julien Cornic, infographiste freelance","Bagneux (92)
+ 1 lieu",CDI,De 200 € à 460 € par jour,"Assurer l'assistance et le support utilisateurs (questions, incidents, etc.), cette activité concerne au plus 10 de la prestation Le ou la consultante devra…"
Manager Data Analytics (H/F),Mydral,75002 Paris 2e,CDI,Negotiable,Vous pouvez mettre en place de bonnes stratégies sur des projets analytiques et big data.
Data analyst batiment F/H/X,CSTB,Champs-sur-Marne (77),CDI,Negotiable,"Stack data python (Jupyter, numpy, scipy, pandas, sklearn, statsmodel, matplotlib, plotly, dash)."
Corporate Credit Risk Data Analyst H/F,BNP Paribas,Rueil-Malmaison (92),CDI,Negotiable,Le travail en étroite collaboration avec les référents data et les équipes Credit Risk locales d’Arval.
Data Analyst - Talend / Freelanc,Symbioz Technology,Paris (75),CDI,De 400 € à 550 € par jour,TJM Maximum est 450€ - aucun dépassement n'est possible.
Professeur en Mathématiques appliquées et data science.,EMLYON,Lyon (69),CDI,Negotiable,"Phd / doctorate degree in a discipline linked to applied mathematics or data science: statistics, machine learning, data visualization, or any related area,."
Data Analyst (Web) F/H,Orange France,92220 Bagneux,CDI,Negotiable,"Au sein d’une équipe composée de data Analyst, en collaboration avec les équipes business, vous mettez en place la data sur nos assets (web, app)."
Senior Data Scientist Marketing (F/H),Novencia,Paris (75),CDI,Negotiable,"Novencia accompagne ses clients dans leurs projets de transformation digitale, technologique et data."
Business Analyst / Data Analyst,Manitou,Ancenis (44),CDI,Negotiable,Ancenis Manitou CDI Finance Business analyst.
Data Analyst - Base de données / Freelanc,GROUPE HN,Paris (75),CDI,Negotiable,La cellule Activité émet également un besoin de prestation sur la même période sur des missions différentes (certaines pouvant être transverses à l'équipe…
Senior Manager in Strategy & Data Science (F/M/N) - Paris,Ekimetrics,75009 Paris,Temps plein,Negotiable,"Recruit and align resources to hire, develop staff, manage performance, and create/enhance data scientists at all levels;"
Technical leader Data scientist F/H,Safran,Magny-les-Hameaux (78),Temps plein,Negotiable,"Vous aurez la responsabilité d'encadrer techniquement les jeunes data scientist de l'équipe sur leur projet, d'assurer leur montée en compétence et de supporter…"
Data Analytics Web - H/F,Cyllene,Paris (75),Temps plein,Negotiable,"Dans le cadre de son développement, notre BU Digital recrute un(e) Data Analytics Web."
Data Analyst,Lydia Solutions,33000 Bordeaux,Temps plein,Negotiable,You are fully-proficient in SQL and data visualization tools;
DATA SCIENTIST RETAIL,Harnham,Paris (75),Temps plein,De 40 000 € à 55 000 € par an,"Cette start-up spécialisée sur des problématiques marketing recherche son futur Data Scientist pour les accompagner sur des sujets de segmentation client,…"
Consultant(e) Senior Data Scientist secteur Banque/Assurance - CDI (H/F),Nexialog,75011 Paris 11e,Temps plein,À partir de 60 000 € par an,Participer au développement de l'offre data science du cabinet dans le cadre du lancement de cette nouvelle activité.
"Analyst, Clinical Data Programmer",IQVIA,Strasbourg (67),Temps plein,Negotiable,Program database manipulation and transfers of data for internal and external clients.
Marketing Data Analyst,Numberly,75009 Paris 9e,Temps plein,Negotiable,En tant que marketing data analyst….
DATA ANALYST (GESTIONNAIRE PANEL),Groupe SEB,Écully (69),Temps plein,Negotiable,"Dans le cadre d'un remplacement congé maternité, nous recherchons un(e) Data Analyst – Marketing, intégré(e) à la Direction des Marketing Services, vos missions…"
Consultant Data Analytics H/F,Group onePoint,Paris (75),Temps plein,Negotiable,Rejoins l’une des activités de onepoint centrées autour de la data.
Data Analyst,8SEC,"69003 Lyon
+ 1 lieu",Temps plein,Negotiable,Boost our player experience by both exploring and gathering interesting in-game data.
People Data Analyst - H/F,AUCHAN RETAIL INTERNATIONAL,"Télétravail hybride à 59170 Croix
+ 1 lieu",Temps plein,Negotiable,Vous êtes passionné(e) par la data et êtes convaincu(e) de son potentiel pour l'aide à la décision.
Data scientist Innovation (H/F),Manpower,33650 Martillac,Temps plein,Negotiable,"Connaissance approfondie d’au moins un langage de programmation scientifique et/ou orienté big data (e.g., Python, R, Matlab, Knime)."
Consultant Power BI – Data Analyst (F/H),Novencia,Paris (75),Temps plein,Negotiable,"Novencia accompagne ses clients dans leurs projets de transformation digitale, technologique et data."
Data Analyst BI - Mer (41) - H/F / Freelanc,LeHibou,Mer (41),Temps plein,De 440 € à 450 € par jour,Connaissances organisationnelles : Suivi de projet en tant que contributeur MOE Relation avec un infogérant Relation des équipes sécurité / réseau /etc.
Data Integration Analyst (H/F),RS2i,Levallois-Perret (92),None,Negotiable,"Nous intervenons sur des projets d'API Management, d’Enterprise Automation, de Master Data Management, Stream Processing, Média et Broadcast, BI & Big Data."
Data Analyst confirmé,LE CABRH,Télétravail hybride à Rungis (94),None,De 55 000 € à 65 000 € par an,"Au moins 4 ans d’expérience dont au moins 3 sur des métiers data (data analyst, data engineer, BI analyst, data scientist...)."
Data Analyst Senior F/H,24S.com,Paris (75),None,Negotiable,Vous maîtrisez un outil de reporting / data visualisation (idéalement Looker Studio / Google Data Studio.
Lead Data Scientist,Data Recrutement,Télétravail hybride à Paris (75),None,De 65 000 € à 80 000 € par an,Fonction Data scientist ml ia nlp dl.
Data Privacy & Protection Analyst H/F,BNP Paribas,"Boulogne-Billancourt (92)
+ 1 lieu",None,Negotiable,Promouvoir la culture de data privacy et protection des données dans l’ensemble de l’entreprise.
Data Science Product Manager,Dynatrace,Télétravail,None,Negotiable,Solid technical knowledge to effectively work with data scientists and engineers in assessing technical tradeoffs and risks.
Data Analyst Industrie 4.0 H/F,Inetum,Toulouse (31),None,Negotiable,"Piloter la gestion, la gouvernance et la généalogie des données de production."
Data Analyst Consultant (H/F),NielsenIQ,95870 Bezons,None,Negotiable,Leverage the NielsenIQ & Amazon data together to drive its business decisions (assortment management and price strategy in particular).
Data scientist fraud insights (H/F/N),Data Recrutement,Paris (75),None,De 55 000 € à 65 000 € par an,Fonction Data scientist ml ia nlp dl.
ANALYTICS DATA ARCHITECT,EasyNeo,Mulhouse (68),None,Negotiable,"(ETL, DataWarehousing, RDBMS, Data Lakes et architectures ""data pipeline"")."
Chargé(e) de Missions service Décisionnel / Data Analyst H/F,MUTUELLE BLEUE,Melun (77),None,Negotiable,Nous assurons 436 139 personnes en prévoyance et 242 791 personnes en santé.*.
Data Analyst F/H (IT),OTTEO,Lille (59),None,De 34 000 € à 44 000 € par an,Vous accompagnerez notre client nordiste dans le secteur du Retail.
Analyste Data H/F,CGI,Nantes (44),None,Negotiable,"Recueillir les besoins, mener les ateliers, rédiger les comptes rendus d'ateliers ou de réunions client,."
MANAGER DATA ANALYSTE REPORTING (F/H),Carrefour,Télétravail hybride à Évry (91),None,Negotiable,Statut cadre
Senior Data Scientist - Team R&D,Data Recrutement,Télétravail hybride à Paris (75),None,De 50 000 € à 70 000 € par an,Fonction Data scientist ml ia nlp dl.
Data Analyst,Extia,Lille (59),CDI,Negotiable,"A ce titre, vous interviendrez de façon opérationnelle sur des missions de conseils autour de la transformation Data Analytics."
Senior Consultant & Data Scientist (F/M/N),Ekimetrics,75009 Paris,CDI,Negotiable,Growth to develop a double profile in data science and strategic consulting.
MARKETING DATA ANALYSTE h/f en CDI,Tyredating,Lyon (69),CDI,Negotiable,"Vous définissez, mettez en place, suivez et analysez les métriques de performance des sites web de nos clients."
Molecular Data Sciences – Principal Scientist (All Gender),Sanofi,Vitry-sur-Seine (94),CDI,Negotiable,"Close interactions with other data scientists as well as research scientists in core scientific platforms focusing on Small Molecule design, in an international…"
RESPONSABLE DATA & ANALYTICS F/H,KPMG,Courbevoie (92),CDI,Negotiable,Vulgariser et évangéliser sur les solutions de data processing et de data vizualisation auprès du Business Relationship Management et des métiers ;
Data Scientist - GCP / Python / ML Bilingue / Freelanc,WHEEL OF WORK,Lille (59),CDI,Negotiable,"Your knowledge of probability theory, mathematics and linear algebra allow you to read easily scientific articles and data science tools / libraries."
Développeur Python/Golang - Data analytics - 70K - Paris,EYETECH SOLUTIONS,Télétravail hybride à Paris (75),CDI,De 60 000 € à 70 000 € par an,"Une société de data analytics recherche 2 développeurs : spécialisé Golang, ou C++ avec des notions Golang."
Business Analyst Data - Mdm H/F,U Iris,Carquefou (44),CDI,Negotiable,"U IRIS est l'entreprise IT de Système U, comptant plus de 500 collaborateurs."
Data Analyst (H/F),Business & Decision,"Nantes (44)
+ 4 lieux",CDI,Negotiable,Instruire les besoins client : recueil et compréhension.
LEAD DATA SCIENCE F/H,AG2R La Mondiale,Paris (75),CDI,Negotiable,Accompagner et faire grandir l’équipe de data scientists de la direction.
Lead - Data Analytics,Everise,Télétravail à Bonifacio (2A),CDI,Negotiable,Provide daily/weekly/monthly operations performance metrics in a timely manner with data integrity.
Business Analyst Data H/F,Michael Page,Paris (75),CDI,Negotiable,Business Analyst Data possédant 8 ans d'expérience minimum en environnement finances.
Data Analyst (H/F),Harry Hope,Télétravail hybride à Montbéliard (25),CDI,De 45 000 € à 55 000 € par an,Statut cadre
Data Analyst (H/F),@talentEgal,Lille (59),CDI,Negotiable,"En intégrant l’équipe data d’un client du retail en tant que Data Analyst, vous participez à la mise à disposition des data de leurs applications dans BigQuery."
Industrial data analyst Apprentic,Faurecia,92000 Nanterre,CDI,Negotiable,Industrial data analyst M/F.
Data Scientist H/F / Freelanc,karma partners,Roissy-en-Brie (77),"Temps plein
+1",Negotiable,Les ingénieurs et consultants du département interviennent au sein de product teams dédiées à un métier donné et développent des modèles et moteurs répondant…
Analyste de données junior H/F/X,Paprec Group,Saint-Herblain (44),"Temps plein
+1",Negotiable,Mettre en uvre les outils numériques en agence et former l'encadrement.
Responsable d'applications / Data Analyst (F/H),CHR NUMERIQUE,35000 Rennes,"Temps plein
+1",Negotiable,Réaliser les recettes et les tests des solutions.
Analyste data (F/H/X) – Temps partiel,POK,Nogent-sur-Seine (10),"Temps plein
+1",Negotiable,Connaissance des techniques et outils analytiques (statistiques et de data mining).
Chef de projet data science (H/F),Sii,Lille (59),"Temps plein
+1",Negotiable,"Pour un de nos clients du secteur bancaire, intégré dans leur data factory, nous recherchons un Data Officer pour conduire et coordonner des projets Data."
PhD Student - SAP Data Scientist CXS Cloud Service Intelligence team F/H,SAP,06254 Mougins,"Temps plein
+1",Negotiable,"SAP apprécie l'esprit d'entreprise, encourageant la créativité et établant des relations durables avec nos employés."
Accelerator - Senior Data Scientist - All Gender,Sanofi,Paris (75),"Temps plein
+1",Negotiable,"Excellent business analysis, data visualization and data storytelling skills."
Data Scientist III,Egencia,Courbevoie (92),"Temps plein
+1",Negotiable,Extract and combine data from multiple data sources for model building or analytics using SQL or query language.
Senior Analytics Engineer / Data Analyst H/F,Autres Filiales,Place des Vosges (75),"Temps plein
+1",Negotiable,Communiquer auprès des différents acteurs de l'entreprise pour insuffler et entretenir une culture data.
Senior data scientist AIX EN PROVENCE H/F,Capgemini,Aix-en-Provence (13),"Temps plein
+1",Negotiable,"Avec Capgemini Engineering, connectez-vous à notre practice Data d’Aix-en-Provence pour contribuer au développement de notre offre Data Analytics."
Global Purchasing Data & Analytics manager F/M/X,Mars,30470 Aimargues,"Temps plein
+1",Negotiable,Understanding key aspects of strategic data management and its latest trends.
PFE 2023 Purchasing Data Analyst F/H,VINCI,Mérignac (33),"Temps plein
+1",Negotiable,› Coordonner les achats effectués par les agences opérationnelles.
Formateur(trice) - Data Analyst - Paris - CDI ou Freelanc,Wild Code School,75020 Paris 20e,"Temps plein
+1",Negotiable,"Tu seras un(e) mentor(e) pour tes élèves, sur tous les aspects des soft skills et hard skills d’un professionnel de la tech, et notamment tu transmettras ta…"
Senior Medical Data Scientist,Clementine International,Paris (75),"Temps plein
+1",Negotiable,"Vous occupez un poste stratégique et central, avec pour objectif de comprendre et s’approprier le produit et la philosophie de Zoi et apporter rapidement de la…"
Data Analyst Supply Chain H/F,Saur,Issy-les-Moulineaux (92),"Temps plein
+1",Negotiable,"En qualité de Data Analyst Supply-chain, vous avez un rôle transverse majeur dans les relations avec l'ensemble des fonctions collectant des informations…"
Responsable Data Analyse F/H,AUCHAN RETAIL SERVICES,59491 Villeneuve-d'Ascq,Temps plein,Negotiable,"Et les données externes (open data, INSEE, VALIUZ, NPS, panelistes...)."
Ingénieur Data Analyst F/H,Thales,Élancourt (78),Temps plein,Negotiable,"De formation Ingénieur en informatique ou formation similaire, vous avez acquis une expérience d'au moins 5 ans sur un poste similaire."
Medior/Senior Data Scientist,ORTEC,Paris (75),Temps plein,Negotiable,"You have a vision on how to make data science work and you are able to communicate this in a simple, clear and convincing way."
Data Analyst,HR team,Télétravail hybride à Lille (59),Temps plein,Negotiable,Accompagnement des prestataires et data analystes.
Junior Data & Content Analyst,Metrixx,69003 Lyon,Temps plein,Negotiable,"Metrixx, est une agence experte en data marketing et activation digitale basée à Lyon."
Regulatory Data Analyst,Qonto,Télétravail à Paris (75),Temps plein,Negotiable,Maintain data quality control over Qonto’s regulatory reporting: continuous improvement of our process and data quality will be key in order to comply with our…
Data Analyst (H/F),Stago,Asnières-sur-Seine (92),Temps plein,Negotiable,"Référence mondiale en diagnostic in vitro et partenaire privilégié des laboratoires de biologie médicale, Stago conçoit, fabrique et commercialise, à travers le…"
Data Analyst AlteryX F/H,BPCE SA,Paris (75),Temps plein,Negotiable,"Les expertises de ses équipes sont mises au service du groupe, de ses entreprises et de leurs clients."
Business analyste informatique Data (IT) / Freelanc,2m-Advisory,Nantes (44),Temps plein,Negotiable,Nantes 2m-Advisory Indépendant Finance Business analyst.
Data Analyst - Finance / Freelanc,Symbioz Technology,Paris (75),Temps plein,De 400 € à 550 € par jour,6 ans d'expérience MINIMUM dans un poste similaire.
Consultant Data Scientist confirmé - (H/F),Groupe HLI,Nanterre (92),Temps plein,Negotiable,"Vous intégrerez le pôle analytics – big data du Groupe HLi, composé d’experts data scientist qui interviennent principalement sur des projets stratégiques pour…"
Assistant analyste valorisation - Data Management-(H/F),Société Générale,Télétravail hybride à La Défense (92),Temps plein,Negotiable,Etudier et suivre les migrations des data providers pour les calculs d’ajustements de valorisation.
Business Analyst Data (H/F),Business & Decision,"Bordeaux (33)
+ 2 lieux",Temps plein,Negotiable,Instruire les besoins client : recueil et compréhension.
Develop Senior Data Scientist - ML Engineer / Freelanc,WHEEL OF WORK,Lille (59),Temps plein,De 550 € à 590 € par jour,"Le poste à pourvoir est au sein de l'équipe Data, et consiste à cadrer, analyser, développer, documenter, mettre en production et présenter des algorithmes liés…"
Data Analyst (H/F),BPCE Payment Services,Charenton-le-Pont (94),Temps plein,Negotiable,"En tant que Data Analyst, vous êtes en charge de ‘faire parler les données’ et de les mettre au service des différentes directions de l’entreprise avec des…"
Data Science Project Leader (F/H),ALSTOM,69100 Villeurbanne,None,Negotiable,"À la tête des entreprises qui s’engagent vers un avenir plus vert, Alstom développe et commercialise des solutions de mobilité qui apportent les fondements…"
Consultant(e) Data Analyst – Confirmé(e),SOCIO DATA MANAGEMENT,Paris (75),None,Negotiable,"Leader reconnu dans le traitement et l’analyse de données, ainsi que dans le développement de solutions applicatives pour en optimiser l’exploitation et la…"
CONSULTANT SÉNIOR DATA SCIENCE (H/F),Epsilon,75011 Paris 11e,None,Negotiable,"EPSILON France est l’entité Datamarketing de Publicis Groupe avec 700 experts data, marketing et technologiques et plus de 40 métiers représentés."
Data Analyst - F/H,CHRONOPOST,Paris 14e (75),None,Negotiable,"L’offre santé sous température dirigée fait partie des nouveaux moteurs de croissance de Chronopost et du Groupe Geopost, et de fait, est stratégique."
Business Analyst Market Data (F/H),Meritis,Paris (75),None,Negotiable,"Vous avez une expérience significative en maîtrise d’ouvrage, idéalement autour des problématiques de market data."
Consultant Quant (Data Science),Eurodecision,78000 Versailles,None,Negotiable,Au sein de l’équipe Customer Data Analytics vous participerez à des missions pour nos clients notamment dans le domaine du revenue management et du pricing.
Data analyst - developer h/f,BYmyCAR,Challes-les-Eaux (73),None,De 35 000 € à 45 000 € par an,"Dans le cadre de la création de nouveaux services digitaux dans le domaine de l'automobile, I&T Automotive recherche un profil de Data Analyst developer."
Business analyst DATA H/F,Groupama Supports et Services,Télétravail hybride à Puteaux (92),None,Negotiable,Vous intégrez une équipe talentueuse et dynamique.
Analyste Data F/H,Atos,Lyon (69),None,Negotiable,"Leader international du numérique sécurisé et décarboné , Atos contribue à façonner les nouvelles technologies avec ses clients."
Ingénieur(e) de recherche en science des données H/F,Université de Lorraine,Nancy (54),None,De 36 000 € à 37 000 € par an,Research Engineer in data science - machine learning.
Data Quality & Process Analyst (F/H) - Hotel Le Royal Lyon MGallery collectio,Accor,Lyon (69),None,Negotiable,Assister les utilisateurs et assurer des formations au besoin.
Product Owner outils de Data Science - F/H,BPCE SA,Paris (75),None,Negotiable,"Les expertises de ses équipes sont mises au service du groupe, de ses entreprises et de leurs clients."
Ingenieur d'etudes en statistiques - Data analyst (H/F),Adalid,Lille (59),None,Negotiable,Ingenieur statistiques - Data analyst (H/F).
DATA ANALYST H/F (IT),DATAQUANTIC,Montrouge (92),None,Negotiable,Migrer sous DATAIKU des modules ETL développés avec ALTERYX (portage technologique intégral).
Data Analyst Supply-Chain - CDI - Grenoble - F/H,Courir,Télétravail hybride à 38100 Grenoble,None,Negotiable,"Avec plus de 2000 collaborateurs, 300 magasins à travers le monde."
