Title,Company,Location,Contract,Salary,Description
Développeur C# (H/F),Invivoo,Paris (75),None,De 40 000 € à 70 000 € par an,"Chaque mardi, 19h, nous vous envoyons les dernières opportunités."
Développeur Web Junior Angular H/F,Aliga Ressources Humaines,Nantes (44),None,Negotiable,Nantes Aliga Ressources Humaines CDI Informatique Développeur web.
Développeur JAVA junior F/H,Group onePoint,Bordeaux (33),None,Negotiable,"Bien sûr, tout cela reste un descriptif classique pour un rôle de développeur Java junior."
Développeur Fullstack H/F,Seyos,"Nantes (44)
+ 1 lieu",None,De 40 000 € à 55 000 € par an,"Vous avez 5 ans minimum d'expériences, en tant que développeur fullstack."
Développeur front end H/F,GESER BEST,Télétravail hybride à Bordeaux (33),None,De 38 000 € à 48 000 € par an,"Participer aux travaux de définition du périmètre de travail concernant le code, les."
Développeurs C# / .NET H/F,Gfi,Nantes (44),None,Negotiable,Assurer le développement de nouveaux composants logiciels ainsi que les correctifs pour veiller au maintien en condition opérationnelle.
Développeur Python - H/F,Avisto,69100 Villeurbanne,None,Negotiable,"Partager avec les autres développeurs du pôle mobile et potentiellement vers l'externe comme par exemple lors de Meetups, des conférences ou des brown bags."
Développeur .Net/C#,Teemz,Paris 8e (75),None,Negotiable,
Développeur Java Junior (H/F),TALENTS IT,Cergy (95),None,De 25 000 € à 40 000 € par an,Nous recrutons actuellement pour notre client un(e) Développeur(euse) Java Junior sur Cergy dans le cadre d'un CDI.
Lead Dev Js H/F,Beekast,Télétravail hybride à Nantes (44),None,De 55 000 € à 65 000 € par an,Test technique et revue de code avec 2 développeurs de l'équipe.
Développeur React JS,Improve Software,75017 Paris 17e,None,Negotiable,"Vous serez en charge du développement d’un applicatif web complexe sous React, via le framework Next.Js."
Développeur Node JS (h/f),Sewan,Télétravail hybride à Paris (75),None,Negotiable,Analyser et développer les composants en utilisant les langages appropriés.
Développeur REACT _ MERIGNAC (H/F),Sogeti,Toulouse (31),None,Negotiable,"Au sein de la division « IT & Digital » de Sogeti part of Capgemini à Toulouse, l’équipe Digital Factory a en charge des projets de développement, de…"
Développeur / Développeuse Salesforc,Adevinta Group,Paris (75),None,Negotiable,
Analyste/Développeur(se) COBOL H/F,Labsoft,Télétravail à Nantes (44),None,Negotiable,"Le développement, la maintenance corrective et évolutive ;"
Développeur Projets Tiers Investisseurs (H/F),EDF ENR,"Nantes (44)
+ 3 lieux",None,Negotiable,"Vous rejoignez EDF ENR, filiale à 100 % d’EDF, qui se positionne sur des projets d'envergure dans le domaine du photovoltaïque d’autoconsommation sur le marché…"
DÉVELOPPEUR.EUSE PL/SQL (H/F/X),IT link,Lannion (22),None,À partir de 35 000 € par an,"Engagé.e.s pour l'égalité des chances, nous pensons que la diversité est une richesse."
Développeur/ Développeuse Front-end Angular,Web Atrio,"Télétravail hybride à Paris (75)
+ 2 lieux",None,Negotiable,Notre mode d’organisation en Entreprise Libérée ️.
Développeur confirmé ERP,8Sens,Télétravail à Palaiseau (91),None,Negotiable,8sens est un éditeur français de logiciels de gestion et un acteur historique sur ce marché.
Développeur FullStack JS (h/f),UNIDOSA,Paris (75),None,Negotiable,Participer à la conception et le développement d’API pérenne et sécurisé pour le développement d’un ERP internationale.
Développeur C# Finance / Freelanc,Geniem,Paris (75),None,De 400 € à 550 € par jour,Développement sur les applications Front-Office -Développements et tests -Modèles de pricing tools (Pricing et analytics) -Bonne Connaissance des produits…
Développeur .Net - Client Final dans les Solutions de Confort Thermique H/F,Silkhom,Nantes (44),None,Jusqu’à 45 000 € par an,"Vous rejoignez une équipe produit de 7 personnes, composée de 3 architectes logiciel, 2 développeurs, du Devops et du CTO."
Developpeur SQL H/F,Mismo Informatique,Télétravail hybride à La Chapelle-sur-Erdre (44),CDI,Negotiable,La Chapelle-sur-Erdre Mismo Informatique CDI Informatique Développeur SQL.
Développeur PHP Symfony - F/H,Seyos,Saint-Herblain (44),CDI,De 35 000 € à 45 000 € par an,Saint-Herblain Seyos CDI Informatique Développeur PHP.
Développeur informatique H/F,ISOSET,Paris (75),CDI,Negotiable,ISOSET Le village de l'emploi est une structure de 22 ans d'ancienneté dans le domaine des Systèmes d'Information (Informatique).
DÉVELOPPEUR FULLSTACK ANGULAR / .NET (H/F/X),IT link,Paris (75),CDI,De 37 000 € à 42 000 € par an,"Engagé.e.s pour l'égalité des chances, nous pensons que la diversité est une richesse."
Développeur(se) Lead,Datakili,Paris 14e (75),CDI,Negotiable,Analyser et faire des choix de solutions ou d’orientations techniques.
Développeur .net fullstack confirmé H/F,ALBEARSON,35000 Rennes,CDI,De 36 000 € à 45 000 € par an,"Coté back vous travaillerez avec C#, .net."
Développeur Golang / Freelanc,NextLink Solutions,Lille (59),CDI,De 250 € à 400 € par jour,Mettre en place des processus d'intégration et de déploiement continus -Résoudre les incidents et les tickets de demande de support utilisateur -Participez à la…
Développeur Fullstack Js Full Remote Possible H/F,Externatic,Télétravail à Nantes (44),CDI,De 35 000 € à 40 000 € par an,Nantes Externatic CDI Informatique Developpeur full stack.
Développeur C# (H/F),SII Technologies GmbH HR-Service,Paris (75),CDI,De 35 000 € à 55 000 € par an,Vous interviendrez sur l'ensemble des phases du développement du produit :
Développeur Full Stack .NET H/F,VIVERIS,Strasbourg (67),CDI,De 35 000 € à 50 000 € par an,Viveris est un acteur de référence dans le secteur industriel.
Développeur Fullstack C# .NET / Freelanc,AVALIANCE,Paris (75),CDI,De 400 € à 680 € par jour,"Techno : C# (Framework 4 et supérieurs), connaissances de .net 5+ appréciées ; Design de services REST ; Connaissances des usines de build DevOps et Jenkins…"
Développeur C# .Net Finance (H/F),Invivoo,Paris (75),CDI,De 40 000 € à 70 000 € par an,"Chaque mardi, 19h, nous vous envoyons les dernières opportunités."
Développeur Cobol (H/F),Sii,Paris 16e (75),CDI,De 42 000 € à 55 000 € par an,Analyse et proposition de solutions d'évolution technique pour les programmes existants.
Lead développeur PHP Symfony H/F / Freelanc,HR-TEAM,Paris (75),CDI,De 400 € à 550 € par jour,"Projet : Intégré(e) au sein d'une équipe projet, vous contribuez à la construction et l'évolution de la partie back end des différentes applications que nous…"
Développeur Symfony- Nantes H/F,Silae,Nantes (44),CDI,Negotiable,Tout travail de développement informatique back office en PHP.
Développeur C# (H/F) / Freelanc,HR-TEAM,Paris (75),De 400 € à 420 € par jour,De 400 € à 420 € par jour,"Plus précisément, vos missions consisteront à : Développer des fonctionnalités (environnement de travail : ."
Développeur SAP ABAP,AUBERON CONSULTING SAS,Nancy (54),De 400 € à 420 € par jour,De 40 000 € à 65 000 € par an,Maintenir les applications SAP ABAP existants.
Développeur Java (F/H),Groupe Ais,Télétravail à Nantes (44),De 400 € à 420 € par jour,Negotiable,AIS est une société informatique d’origine nantaise créée en 1985 et rassemblant 200 collaborateurs.
Développeur Back-end Java/J2ee/angular / Freelanc,WE +,Le Mans (72),De 400 € à 420 € par jour,De 400 € à 450 € par jour,
Développeur C# confirmé H/F,Quadra Informatique,Strasbourg (67),De 400 € à 420 € par jour,Negotiable,"Qualité, sens du service et engagement sont nos préoccupations quotidiennes."
Développeur Mobile Flutter / Freelanc,Cherry Pick,Nantes (44),De 400 € à 420 € par jour,340 € par jour,"Vous intégrerez l'équipe à Nantes, composée d'une cinquantaine de personnes (Dévs fullstack et DevOps, Scrum Master, POs, Testeurs, UX/UI...) et travaillerez à…"
Développeur Windev Webdev et Windev Mobile H/F,Nacco,Nantes (44),De 400 € à 420 € par jour,Negotiable,Le développement des solutions logicielles en se basant sur des maquettes (UX/UI).
Développeur WordPress,Extern’Market,Calvisson (30),De 400 € à 420 € par jour,Negotiable,Recherche pour mission client un développeur WordPress confirmé (F/H).
C#/.NET developer,FineDigit,Paris (75),De 400 € à 420 € par jour,Negotiable,"You hold yourself to a high standard, your customer service and communication skills enable you to offer tailor-made expertise in your approach to customers."
Développeur logiciel Python H/F,Avisto,13100 Aix-en-Provence,De 400 € à 420 € par jour,Negotiable,Participer aux phases de spécifications fonctionnelles et techniques ;
Développeur(euse) Front-end H/F,Avanade,Télétravail hybride à Paris (75),De 400 € à 420 € par jour,Negotiable,"""Employé d'Avanade depuis plus de quinze ans, j'ai eu l'opportunité de pouvoir assurer des rôles de développeur back, designer d'interfaces et développeur Front…"
Développeur front VueJS,Insitoo,Lille (59),De 400 € à 420 € par jour,Negotiable,Collaborer efficacement avec les designers UI / UX pour créer/transformer les maquettes en code.
Développeur Fullstack - Evolution Maintenanc,OVHcloud,Roubaix (59),De 400 € à 420 € par jour,Negotiable,"Avec plus d'1,5 millions de clients dans le Monde, OVHcloud est le leader Européen du cloud computing et le 3ème hébergeur Internet au rang mondial."
Développeur Front-End (F/H),Altea,Télétravail hybride à Marseille (13),De 400 € à 420 € par jour,De 38 000 € à 45 000 € par an,Chiffrer les développements à réaliser.
Développeur .Net (H/F),Niji,"33800 Bordeaux
+ 1 lieu",De 400 € à 420 € par jour,Negotiable,"Nos équipes ""fabriquent"" des dispositifs digitaux innovants pour nos clients (web, mobile, tablette et autres écrans avec un large périmètre technologique)."
Développeur H/F,Secom,Nantes (44),CDI,Negotiable,SECOM fait partie du Groupe FETIS.
Développeur Web (H/F),NUTRAVALIA,Mougins (06),CDI,Negotiable,"Dans le cadre du développement du service IT, nous sommes à la recherche d'un(e) Développeur Web (H/F)."
Développeur Fullstack (H/F),Insitoo,Lille (59),CDI,Negotiable,"Basée à Lille, Lyon, Nantes, Grenoble et Bruxelles, Insitoo Freelances est une société du groupe Insitoo, spécialisée dans le placement et le sourcing des…"
Développeur.euse Front-End,ECIBAT,44120 Vertou,CDI,Negotiable,Pourquoi rejoindre la Team DEV ?
DEVELOPPEURS SQL & WEB,informatis-ts,Reims (51),CDI,Negotiable,"Dans le cadre dun important projet avec un groupe leader dans son domaine, nous recherchons un Développeur IT."
Développeur .Net C# (H/F),Insitoo,Rouen (76),CDI,Negotiable,"Basée à Lille, Lyon, Grenoble et Bruxelles, Insitoo Freelances est une société du groupe Insitoo, spécialisée dans le placement et le sourcing des Freelances IT…"
Développeur Web PHP/SQL H/F,MEDIA IMMO,91100 Corbeil-Essonnes,CDI,39 € de l’heure,Venez rejoindre une équipe dynamique dans une société qui mise pleinement sur la qualité de vie au travail de ses collaborateurs.
Développeur mobile flutter (H/F),Insitoo,Lille (59),CDI,Negotiable,"Basée à Lille, Lyon, Nantes, Grenoble et Bruxelles, Insitoo Freelances est une société du groupe Insitoo, spécialisée dans le placement et le sourcing des…"
Developpeur Php Laravel F/H,Kent FR,75002 Paris 2e,CDI,De 35 000 € à 40 000 € par an,"KENT, marque de GroupAgora dédiée aux recrutements de profils IT, recherche 1 DEVELOPPEUR PHP LARAVEL F/H."
Lead Developpeur Front End F/H,Kent FR,Paris (75),CDI,De 60 000 € à 70 000 € par an,Pilotage de l'équipe de développeurs déjà sur place ;
Senior Développeur Backend PHP Symfony,Feelinjob,Télétravail,CDI,De 50 000 € à 70 000 € par an,Tu fais une veille technique active et tu partages tes retours d'expérience avec les autres développeurs.
Développeur Fullstack Typescript H/F,Positive Thinking Company,Nantes (44),CDI,Negotiable,Développeur Fullstack Typescript H/F.
Développeur .Net,IMBA Consulting,Paris (75),CDI,Negotiable,Net/Angular4 Bac + 5.
Lead Développeur PHP Editeur de logiciels F/H,yann boursier,Nantes (44),CDI,De 39 000 € à 45 000 € par an,Statut cadre
Développeur Back-end confirmé,Qualia Systèmes,75009 Paris 9e,CDI,De 46 000 € à 58 000 € par an,"Qualia Systèmes est une société de développement de plateformes web, mobile et IOT qui propose des solutions pertinentes et qualitatives."
Développeur Angular - Lyon - F/H,TECH VALLEY,"Lyon (69)
+ 4 lieux",De 35 000 € à 45 000 € par an,De 35 000 € à 45 000 € par an,
Développeur Pytho,IMBA Consulting,Paris (75),De 35 000 € à 45 000 € par an,Negotiable,
Développeur C++ (H/F),CITECH,Paris (75),De 35 000 € à 45 000 € par an,De 45 000 € à 60 000 € par an, Réalisation du développement avec mise en gestion de conf du code source.
Développeur Java Remote - Semaine H/F,Externatic,Télétravail à Nantes (44),De 35 000 € à 45 000 € par an,De 35 000 € à 45 000 € par an,Nantes Externatic CDI Informatique Développeur Java.
Développeur Vue.Js H/F,Conserto,"Saint-Herblain (44)
+ 1 lieu",De 35 000 € à 45 000 € par an,Negotiable,"Conserto est une société innovante & dynamique proposant des prestations de conseil & d'expertise informatique autour du Digital, DevOps, Agilité."
Développeur Front End Angular H/F,Externatic,Nantes (44),De 35 000 € à 45 000 € par an,Negotiable,Nantes Externatic CDI Informatique Développeur front end.
Développeur Back-End H/F,Extia,Paris (75),De 35 000 € à 45 000 € par an,Negotiable,"Proactif, vous aimez les projets qui avancent vite et bien."
Développeur Salesforc,Groupe HN,Paris (75),De 35 000 € à 45 000 € par an,Negotiable,Des parcours de formations et de certifications (si si).
Développeur Front-End Angular H/F,HN SERVICES,Paris (75),De 35 000 € à 45 000 € par an,De 58 000 € à 62 000 € par an,"Profil fullstack connaissant les langages Angular, Typescript, HTML, CSS et java."
Développeur Informatique (H/F),SNEF,Saint-Priest (69),De 35 000 € à 45 000 € par an,Negotiable,"Issu(e) d'une formation supérieure en informatique (Bac+2), vous justifiez d'une expérience de 2 ans minimum sur des postes de développeur informatique."
Dev full-stack Python / JS orienté sécurité offensive Dev,Synacktiv,Paris (75),De 35 000 € à 45 000 € par an,43 200 € par an,"Dans le cadre de ses prestations de tests d'intrusion et d'audit sécurité, Synacktiv développe des outils de sécurité offensive pour automatiser un maximum de…"
Développeur Peoplesoft / Freelanc,Intuition IT Solutions Ltd.,Télétravail hybride à Vélizy-Villacoublay (78),De 35 000 € à 45 000 € par an,De 550 € à 650 € par jour,La mission s'effectuera au sein d'une équipe d'une quinzaine de personnes: - Développeurs PeopleSoft et BI - Business process analyst Tâches à effectuer: -…
Lead Développeur PHP Symfony H/F,Seyos,"Télétravail hybride à Nantes (44)
+ 1 lieu",De 35 000 € à 45 000 € par an,De 50 000 € à 55 000 € par an,Notre client est une agence de communication à taille humaine d'une quarantaine de collaborateurs.
Développeur .NET/C# (H/F),ISIA Groupe,Nantes (44),De 35 000 € à 45 000 € par an,Negotiable,"Intégré(e) au sein d’équipes de concepteurs-développeurs et de chefs de projets, vous participerez à la réalisation, sur toute ou partie du cycle de production,…"
Développeur C# F/H,e-QUADRA,92000 Nanterre,De 35 000 € à 45 000 € par an,De 40 000 € à 50 000 € par an,Rédiger les spécifications fonctionnelles et techniques.
Développeur C#.net (F/H),AXILEO,Paris (75),CDI,Negotiable,"Travaillant pour des clients grands comptes comme start’up,."
Développeur full stack (H/F),Efrei,Paris (75),CDI,Negotiable,"La maintenance et l’évolution des applications web métiers (SPA) développées en interne : intranet, extranet, portail, CRM, applications web/mobiles…."
Développeur NodeJS (H/F),Niji,"44200 Nantes
+ 1 lieu",CDI,Negotiable,"Nos équipes ""fabriquent"" des dispositifs digitaux innovants pour nos clients (web, mobile, tablette et autres écrans avec un large périmètre technologique)."
Développeur PHP - Junior,Sept Lieues,Issy-les-Moulineaux (92),CDI,De 37 000 € à 45 000 € par an,Maintenance des projets basés sur un framework PHP MVC.
Développeur Java (F/H) - Nantes,Sii,"Nantes (44)
+ 1 lieu",CDI,De 35 000 € à 47 000 € par an,"Java (8, 10, 11), JEE."
DÉVELOPPEUR / DÉVELOPPEUSE RÉSEAU DE FRANCHISE (H/F) Ile-de-Franc,Siège Century 21,91090 Lisses,CDI,28 000 € par an,"Véritable négociateur(trice) dans l’âme, vous savez (et aimez) travailler en autonomie."
Développeur iOS H/F,IBM,Lille (59),CDI,Negotiable,Une carrière chez IBM Consulting englobe des relations à long terme et une collaboration étroite avec des clients du monde entier.
Développeur Java junior – CDI - Lyon – H/F,Axopen,Lyon (69),CDI,Negotiable,"NET Core, Angular, React, etc."
Développeur C# .NET 2 – 5 ans,Alain Bousoussan Avocats,75017 Paris 17e,CDI,Negotiable,"NET WinForm, XAML et Web API (H/F) (2 années d’expérience au minimum), CDI."
DevOps Junior (F/H) en télétravail,O'clock,Télétravail à 75004 Paris 4e,CDI,Negotiable,"Notre formation principale, formation certifiante d'une durée de 6 mois, s'adresse aux débutants en programmation dans l'objectif d'en faire des développeurs…"
Développeur MS DYNAMICS NAV,bcsys,Saint-Ouen (93),CDI,Negotiable,"Vous avez réalisé des développements spécifiques dans plusieurs modules de cet ERP (Achat, Vente, Stock, Finance…)."
Developpeur Windev H/F,CERFRANCE Maine et Loire,Angers (49),CDI,Negotiable,"CERFRANCE 49, est membre du 1er réseau d'expertise comptable en France ce qui lui confère de solides domaines d'expertise et la force d'un groupe pour rester…"
Développeur d'applications web métier en Java J2EE (H/F),Pôle Emploi,56100 Lorient,CDI,De 2 000 € à 2 500 € par mois,Pas d’expérience requise
Développeur .net H/F,Synovo Group,Strasbourg (67),CDI,Negotiable,"Le cas échéant, soutenir (voire encadrer) d’autres développeurs."
Developpeur Packaging,Arias,Puteaux (92),CDI,Negotiable,"Intégré(e) au sein du pôle Achats/Développements Packaging, vous rejoignez une équipe de 7 personnes."
Développeur MS DYNAMICS NAV,bcsys,Saint-Ouen (93),None,Negotiable,"Vous avez réalisé des développements spécifiques dans plusieurs modules de cet ERP (Achat, Vente, Stock, Finance…)."
Développeur Mobile Flutter / Freelanc,Cherry Pick,Nantes (44),None,340 € par jour,"Vous intégrerez l'équipe à Nantes, composée d'une cinquantaine de personnes (Dévs fullstack et DevOps, Scrum Master, POs, Testeurs, UX/UI...) et travaillerez à…"
Développeur Salesforc,UNIDOSA,Paris (75),None,Negotiable,Etre force de proposition sur le module Salesforce Expérience Cloud.
Développeur logiciel Python H/F,Avisto,13100 Aix-en-Provence,None,Negotiable,Participer aux phases de spécifications fonctionnelles et techniques ;
Développeur C# F/H,e-QUADRA,92000 Nanterre,None,De 40 000 € à 50 000 € par an,Rédiger les spécifications fonctionnelles et techniques.
Développeur Cobol H/F,Extia,Paris (75),None,Negotiable,"Issu d’une formation supérieure en informatique, vous justifiez d’une expérience significative d'au moins 2 ans dans le développement cobol."
Développeur Pega Dsi H/F,Externatic,Télétravail hybride à Nantes (44),None,De 37 000 € à 47 000 € par an,Nantes Externatic CDI Informatique Directeur informatique.
Développeur Full Stack Laravel (H/F),Extia,Paris (75),None,Negotiable,"Résistant au stress, vous restez calme face à tous types d’imprévus !"
Développeur PHP / JS | Market place du sport | Cool spirit - H/F,EKYP,Paris (75),None,50 000 € par an,"Frontend Developer, Développeur Frontend, Backend Developer, Full Stack Developer / CDI / Environ 50k€ / 3 - 6 ans / Paris."
Développeur Immobilier,La Maison du Coworking,Paris 8e (75),None,Negotiable,Une communauté de plus de 1000 coworkers qui évoluent dans nos espaces.
Développeur Logiciel Shell - Perl H/F,Wemoov,Nantes (44),None,Negotiable,Accompagner les développeurs ou exploitants selon les améliorations apportés.
DÉVELOPPEUR / DÉVELOPPEUSE RÉSEAU DE FRANCHISE (H/F) Ile-de-Franc,Siège Century 21,91090 Lisses,None,28 000 € par an,"Véritable négociateur(trice) dans l’âme, vous savez (et aimez) travailler en autonomie."
Développeur full stack (H/F),Efrei,Paris (75),None,Negotiable,"La maintenance et l’évolution des applications web métiers (SPA) développées en interne : intranet, extranet, portail, CRM, applications web/mobiles…."
Développeur .net H/F,Synovo Group,Strasbourg (67),None,Negotiable,"Le cas échéant, soutenir (voire encadrer) d’autres développeurs."
Développeur Java,RKS Consulting,Paris (75),None,Negotiable,Nous recherchons aujourd'hui des développeurs Java expérimentés.
Développeur PHP - Junior,Sept Lieues,Issy-les-Moulineaux (92),De 37 000 € à 45 000 € par an,De 37 000 € à 45 000 € par an,Maintenance des projets basés sur un framework PHP MVC.
DÉVELOPPEUR PYTHON,IT link,Grenoble (38),De 37 000 € à 45 000 € par an,Negotiable,"Engagé.e.s pour l'égalité des chances, nous pensons que la diversité est une richesse."
Développeur AS400/iseries / Freelanc,FREELANCEREPUBLIK,Télétravail hybride à Courbevoie (92),De 37 000 € à 45 000 € par an,De 340 € à 550 € par jour,
Développeur PHP Laravel (H/F) / Freelanc,CITECH,Marseille (13),De 37 000 € à 45 000 € par an,De 250 € à 380 € par jour,Participer à l'amélioration des différents outils e l'ERP.
Développeur C#.net (F/H),AXILEO,Paris (75),De 37 000 € à 45 000 € par an,Negotiable,"Travaillant pour des clients grands comptes comme start’up,."
Développeur Mobile non natif / Freelanc,LR TECHNOLOGIES GROUPE,Paris (75),De 37 000 € à 45 000 € par an,De 480 € à 600 € par jour,
Développeur OS embarqué (h/f),Airbus,78996 Élancourt,De 37 000 € à 45 000 € par an,Negotiable,"Airbus Defence & Space et sa division CyberSecurity recherche un Développeur Système bas niveau qui sera basé à Elancourt , France."
Développeur Pytho,HN SERVICES,Paris (75),De 37 000 € à 45 000 € par an,Negotiable,"Rédiger des documentations (développeur, utilisateur et d’exploitation) dans Confluence."
Développeur(se) Web VueJS H/F,Talentview,59000 Lille,De 37 000 € à 45 000 € par an,De 32 000 € à 36 000 € par an,TalentView est une plateforme web spécialisée dans le marketing RH.
Développeur Java / JEE (H/F),Groupe Créative,Lille (59),De 37 000 € à 45 000 € par an,Negotiable,"Fine lame de Java, vous rejoindrez notre équipe afin d’intégrer un projet dans le domaine du retail majoritairement à Lille et sa métropole proche."
Développeur Java junior – CDI - Lyon – H/F,Axopen,Lyon (69),De 37 000 € à 45 000 € par an,Negotiable,"NET Core, Angular, React, etc."
Développeur confirmé Webdev,Digit Evolution,92800 Puteaux,De 37 000 € à 45 000 € par an,Negotiable,Expérience de 2 à 5 ans en Développement Webdev.
Développeur full-stack (H/F),Thales,Télétravail à Bordeaux (33),De 37 000 € à 45 000 € par an,Negotiable,Type: CDI (pas de full-remote ni freelance).
Développeur PHP H/F,Cabinet Point RH,Nantes (44),De 37 000 € à 45 000 € par an,Negotiable,Vous justifiez d'une première expérience en tant que développeur web et vous avez envie de continuer à progresser.
Concepteur Développeur WinDev H/F,OPEN,Tours (37),De 37 000 € à 45 000 € par an,Negotiable,"Aujourd'hui, elle compte plus de 6 000 utilisateurs en Europe et en Afrique du Nord."
Analyste Développeur (H/F),Wemoov,Thouars (79),CDI,Negotiable,"Apporter votre soutien technique aux utilisateurs internes et les former sur les dernières évolutions,."
Développeur de tests automatisés - Logiciel Comptabilité H/F,EBP Informatique,Rambouillet (78),CDI,De 28 000 € à 31 000 € par an,Travailler en étroite collaboration avec la qualité fonctionnelle et les développeurs logiciels pour enrichir la couverture des tests automatisés.
Développeur Angular (H/F),SII Technologies GmbH HR-Service,"Bordeaux (33)
+ 1 lieu",CDI,Negotiable,Développer les nouvelles fonctionnalités côté front-end.
Développeur C#,VO2 Finance,Charenton-le-Pont (94),CDI,De 60 000 € à 70 000 € par an,"Développement C# (Winforms, infragistic, .net 4.5, WCF, SQLServer, Archi distribuée/Multithreading)."
Développeur backend JAVA (h/f),LR Technologies Groupe,Nantes (44),CDI,Negotiable,"En autonomie, les tâches qui te seront confiées contribuerons au maintien des outils et à la réalisation de livrables de qualité, depuis l’estimation de la…"
Développeur Java / API Rest confirmé / Freelanc,SKIILS SAS,Issy-les-Moulineaux (92),CDI,De 400 € à 600 € par jour,Vous réalisez les tests unitaires afin d'assurer le fonctionnement des produits.
DÉVELOPPEUR(SE) SALESFORCE CONFIRMÉ(E) H/F,Talan,Bordeaux (33),CDI,Negotiable,"Acteur international en innovation et transformation par la technologie, Talan accompagne ses clients depuis plus de vingt ans sur toute la chaîne de valeur des…"
Développeur Pytho,IMBA Consulting,Paris (75),CDI,Negotiable,
Développeur Matlab - F/H,CS GROUP,33700 Mérignac,CDI,Negotiable,"Vous pourrez progressivement évoluer vers des missions plus transverses de type avant-vente, expertise, ou management."
Développeur Stambia (H/F),Insitoo,Lille (59),CDI,Negotiable,
Développeur C++ (H/F),CITECH,Paris (75),CDI,De 45 000 € à 60 000 € par an, Réalisation du développement avec mise en gestion de conf du code source.
Développeur Javascript/Java,GEOCONCEPT,Paris (75),CDI,Negotiable,Nous recherchons un Développeur Javascript/Java pour renforcer une des équipes R&D de Nomadia s’occupant du développement des produits orientés logistique.
Développeur Angular - Simulateur (H/F),SII Technologies GmbH HR-Service,Bordeaux (33),CDI,Negotiable,Rejoindre une équipe Agile de 10 développeur/euses et contribuer au développement en langage Angular de logiciels de simulation.
Developpeur Prestashop / PHP (H/F),pasteque.io,45000 Orléans,CDI,De 35 000 € à 45 000 € par an,"Pour ces projets tu seras amené à réaliser des développements spécifiques, de modules et des travaux sur le parc de clients en maintenance applicative sur l…"
Développeur junior BEZIERS F/H,Groupagora,34500 Béziers,CDI,De 28 000 € à 35 000 € par an,"Dans un contexte industriel de forte sensibilité, nous recherchons actuellement un développeur Junior pour renforcer nos équipes en Occitanie."
